"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1656","User login with wrong email or password","LMS system","Mon May 25 08:58:14 UTC 2026","passed","Mon May 25 08:58:16 UTC 2026","Authorization","Authentication","",""
"","1619","Check displaying of empty courses list","LMS system","Mon May 25 08:58:18 UTC 2026","passed","Mon May 25 08:58:19 UTC 2026","Courses","Courses","",""
"","1749","User login with wrong email or password","LMS system","Mon May 25 08:58:13 UTC 2026","passed","Mon May 25 08:58:15 UTC 2026","Authorization","Authentication","",""
"","0","test_forgot_password_link","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","TestUserInterface","test_markers","",""
"","0","test_logout","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","TestUserAuthentication","test_markers","",""
"","3176","User login with correct email and password","LMS system","Mon May 25 08:58:11 UTC 2026","passed","Mon May 25 08:58:14 UTC 2026","Authorization","Authentication","",""
"","0","test_regression_case","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","","test_markers","",""
"","1535","Navigation from login page to registration page","LMS system","Mon May 25 08:58:15 UTC 2026","passed","Mon May 25 08:58:17 UTC 2026","Authorization","Authentication","",""
"","0","test_critical_login","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","","test_markers","",""
"","0","test_login","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","TestUserAuthentication","test_markers","",""
"","1804","User registration with correct email, username and password","LMS system","Mon May 25 08:58:17 UTC 2026","passed","Mon May 25 08:58:19 UTC 2026","Registration","Authentication","",""
"","0","test_password_reset","tests.pytest","Mon May 25 08:58:22 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","TestUserAuthentication","test_markers","",""
"","2134","Create course","LMS system","Mon May 25 08:58:20 UTC 2026","passed","Mon May 25 08:58:22 UTC 2026","Courses","Courses","",""
"","1590","Check displaying of dashboard page","LMS system","Mon May 25 08:58:23 UTC 2026","passed","Mon May 25 08:58:25 UTC 2026","Dashboard","Dashboard","",""
"","2027","User login with wrong email or password","LMS system","Mon May 25 08:58:11 UTC 2026","passed","Mon May 25 08:58:13 UTC 2026","Authorization","Authentication","",""
"","2378","Edit course","LMS system","Mon May 25 08:58:21 UTC 2026","passed","Mon May 25 08:58:23 UTC 2026","Courses","Courses","",""
