"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1865","User registration with correct email, username and password","LMS system","Tue May 12 07:06:01 UTC 2026","passed","Tue May 12 07:06:03 UTC 2026","Registration","Authentication","",""
"","2380","User login with wrong email or password","LMS system","Tue May 12 07:05:43 UTC 2026","passed","Tue May 12 07:05:45 UTC 2026","Authorization","Authentication","",""
"","1406","Navigation from login page to registration page","LMS system","Tue May 12 07:06:02 UTC 2026","passed","Tue May 12 07:06:03 UTC 2026","Authorization","Authentication","",""
"","3202","Create course","LMS system","Tue May 12 07:06:15 UTC 2026","passed","Tue May 12 07:06:18 UTC 2026","Courses","Courses","",""
"","2845","Create course","LMS system","Tue May 12 07:06:16 UTC 2026","passed","Tue May 12 07:06:19 UTC 2026","Courses","Courses","",""
"","1659","User login with wrong email or password","LMS system","Tue May 12 07:05:54 UTC 2026","passed","Tue May 12 07:05:55 UTC 2026","Authorization","Authentication","",""
"","1594","Check displaying of empty courses list","LMS system","Tue May 12 07:06:06 UTC 2026","passed","Tue May 12 07:06:07 UTC 2026","Courses","Courses","",""
"","1713","User login with wrong email or password","LMS system","Tue May 12 07:05:57 UTC 2026","passed","Tue May 12 07:05:59 UTC 2026","Authorization","Authentication","",""
"","0","test_password_reset","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","TestUserAuthentication","test_markers","",""
"","9333","User login with correct email and password","LMS system","Tue May 12 07:05:40 UTC 2026","passed","Tue May 12 07:05:49 UTC 2026","Authorization","Authentication","",""
"","2531","Create course","LMS system","Tue May 12 07:06:11 UTC 2026","passed","Tue May 12 07:06:14 UTC 2026","Courses","Courses","",""
"","0","test_critical_login","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","","test_markers","",""
"","3147","Edit course","LMS system","Tue May 12 07:06:26 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","Courses","Courses","",""
"","1996","Check displaying of dashboard page","LMS system","Tue May 12 07:06:26 UTC 2026","passed","Tue May 12 07:06:28 UTC 2026","Dashboard","Dashboard","",""
"","1941","User login with wrong email or password","LMS system","Tue May 12 07:05:28 UTC 2026","passed","Tue May 12 07:05:30 UTC 2026","Authorization","Authentication","",""
"","0","test_forgot_password_link","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","TestUserInterface","test_markers","",""
"","1329","Check displaying of empty courses list","LMS system","Tue May 12 07:06:08 UTC 2026","passed","Tue May 12 07:06:10 UTC 2026","Courses","Courses","",""
"","1859","User registration with correct email, username and password","LMS system","Tue May 12 07:06:07 UTC 2026","passed","Tue May 12 07:06:09 UTC 2026","Registration","Authentication","",""
"","1671","User login with wrong email or password","LMS system","Tue May 12 07:05:30 UTC 2026","passed","Tue May 12 07:05:32 UTC 2026","Authorization","Authentication","",""
"","1629","User login with wrong email or password","LMS system","Tue May 12 07:05:50 UTC 2026","passed","Tue May 12 07:05:51 UTC 2026","Authorization","Authentication","",""
"","1829","User login with wrong email or password","LMS system","Tue May 12 07:05:40 UTC 2026","passed","Tue May 12 07:05:42 UTC 2026","Authorization","Authentication","",""
"","0","test_regression_case","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","","test_markers","",""
"","1951","User login with wrong email or password","LMS system","Tue May 12 07:05:46 UTC 2026","passed","Tue May 12 07:05:48 UTC 2026","Authorization","Authentication","",""
"","0","test_login","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","TestUserAuthentication","test_markers","",""
"","3256","Edit course","LMS system","Tue May 12 07:06:20 UTC 2026","passed","Tue May 12 07:06:23 UTC 2026","Courses","Courses","",""
"","1925","User registration with correct email, username and password","LMS system","Tue May 12 07:06:03 UTC 2026","passed","Tue May 12 07:06:05 UTC 2026","Registration","Authentication","",""
"","1593","Navigation from login page to registration page","LMS system","Tue May 12 07:06:00 UTC 2026","passed","Tue May 12 07:06:01 UTC 2026","Authorization","Authentication","",""
"","1656","Check displaying of dashboard page","LMS system","Tue May 12 07:06:31 UTC 2026","passed","Tue May 12 07:06:33 UTC 2026","Dashboard","Dashboard","",""
"","2134","Navigation from login page to registration page","LMS system","Tue May 12 07:05:58 UTC 2026","passed","Tue May 12 07:06:00 UTC 2026","Authorization","Authentication","",""
"","2607","User login with correct email and password","LMS system","Tue May 12 07:05:51 UTC 2026","passed","Tue May 12 07:05:54 UTC 2026","Authorization","Authentication","",""
"","3344","User login with correct email and password","LMS system","Tue May 12 07:05:28 UTC 2026","passed","Tue May 12 07:05:31 UTC 2026","Authorization","Authentication","",""
"","0","test_logout","tests.pytest","Tue May 12 07:06:29 UTC 2026","passed","Tue May 12 07:06:29 UTC 2026","TestUserAuthentication","test_markers","",""
"","1795","Check displaying of dashboard page","LMS system","Tue May 12 07:06:24 UTC 2026","passed","Tue May 12 07:06:26 UTC 2026","Dashboard","Dashboard","",""
"","1580","User login with wrong email or password","LMS system","Tue May 12 07:05:55 UTC 2026","passed","Tue May 12 07:05:57 UTC 2026","Authorization","Authentication","",""
"","1836","Check displaying of empty courses list","LMS system","Tue May 12 07:06:11 UTC 2026","passed","Tue May 12 07:06:13 UTC 2026","Courses","Courses","",""
"","4902","Edit course","LMS system","Tue May 12 07:06:19 UTC 2026","passed","Tue May 12 07:06:24 UTC 2026","Courses","Courses","",""
