"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2755","User login with correct email and password","LMS system","Tue May 19 09:41:33 UTC 2026","passed","Tue May 19 09:41:36 UTC 2026","Authorization","Authentication","",""
"","2199","Create course","LMS system","Tue May 19 09:41:41 UTC 2026","passed","Tue May 19 09:41:43 UTC 2026","Courses","Courses","",""
"","1740","User login with wrong email or password","LMS system","Tue May 19 09:41:35 UTC 2026","passed","Tue May 19 09:41:37 UTC 2026","Authorization","Authentication","",""
"","0","test_critical_login","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","","test_markers","",""
"","0","test_forgot_password_link","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","TestUserInterface","test_markers","",""
"","2392","Edit course","LMS system","Tue May 19 09:41:42 UTC 2026","passed","Tue May 19 09:41:45 UTC 2026","Courses","Courses","",""
"","1785","User login with wrong email or password","LMS system","Tue May 19 09:41:33 UTC 2026","passed","Tue May 19 09:41:35 UTC 2026","Authorization","Authentication","",""
"","1737","User registration with correct email, username and password","LMS system","Tue May 19 09:41:39 UTC 2026","passed","Tue May 19 09:41:41 UTC 2026","Registration","Authentication","",""
"","0","test_login","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","TestUserAuthentication","test_markers","",""
"","0","test_regression_case","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","","test_markers","",""
"","1478","Navigation from login page to registration page","LMS system","Tue May 19 09:41:37 UTC 2026","passed","Tue May 19 09:41:39 UTC 2026","Authorization","Authentication","",""
"","1","test_logout","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","TestUserAuthentication","test_markers","",""
"","1576","Check displaying of dashboard page","LMS system","Tue May 19 09:41:45 UTC 2026","passed","Tue May 19 09:41:47 UTC 2026","Dashboard","Dashboard","",""
"","1550","Check displaying of empty courses list","LMS system","Tue May 19 09:41:39 UTC 2026","passed","Tue May 19 09:41:41 UTC 2026","Courses","Courses","",""
"","0","test_password_reset","tests.pytest","Tue May 19 09:41:44 UTC 2026","passed","Tue May 19 09:41:44 UTC 2026","TestUserAuthentication","test_markers","",""
"","1570","User login with wrong email or password","LMS system","Tue May 19 09:41:36 UTC 2026","passed","Tue May 19 09:41:38 UTC 2026","Authorization","Authentication","",""
