"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_regression_case","tests.pytest","Mon May 11 14:45:08 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","","test_markers","",""
"","4718","Edit course","LMS system","Mon May 11 14:44:55 UTC 2026","passed","Mon May 11 14:45:00 UTC 2026","Courses","Courses","",""
"","1685","User login with wrong email or password","LMS system","Mon May 11 14:44:30 UTC 2026","passed","Mon May 11 14:44:32 UTC 2026","Authorization","Authentication","",""
"","1664","Check displaying of empty courses list","LMS system","Mon May 11 14:44:41 UTC 2026","passed","Mon May 11 14:44:43 UTC 2026","Courses","Courses","",""
"","1802","User login with wrong email or password","LMS system","Mon May 11 14:44:14 UTC 2026","passed","Mon May 11 14:44:15 UTC 2026","Authorization","Authentication","",""
"","2832","User login with wrong email or password","LMS system","Mon May 11 14:44:10 UTC 2026","passed","Mon May 11 14:44:13 UTC 2026","Authorization","Authentication","",""
"","0","test_password_reset","tests.pytest","Mon May 11 14:45:08 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","TestUserAuthentication","test_markers","",""
"","2045","User registration with correct email, username and password","LMS system","Mon May 11 14:44:43 UTC 2026","passed","Mon May 11 14:44:45 UTC 2026","Registration","Authentication","",""
"","2955","Create course","LMS system","Mon May 11 14:44:53 UTC 2026","passed","Mon May 11 14:44:56 UTC 2026","Courses","Courses","",""
"","1750","User login with wrong email or password","LMS system","Mon May 11 14:44:19 UTC 2026","passed","Mon May 11 14:44:21 UTC 2026","Authorization","Authentication","",""
"","2556","Create course","LMS system","Mon May 11 14:44:48 UTC 2026","passed","Mon May 11 14:44:50 UTC 2026","Courses","Courses","",""
"","2643","Create course","LMS system","Mon May 11 14:44:51 UTC 2026","passed","Mon May 11 14:44:54 UTC 2026","Courses","Courses","",""
"","1788","User registration with correct email, username and password","LMS system","Mon May 11 14:44:39 UTC 2026","passed","Mon May 11 14:44:41 UTC 2026","Registration","Authentication","",""
"","1472","Navigation from login page to registration page","LMS system","Mon May 11 14:44:36 UTC 2026","passed","Mon May 11 14:44:37 UTC 2026","Authorization","Authentication","",""
"","1983","Check displaying of dashboard page","LMS system","Mon May 11 14:45:01 UTC 2026","passed","Mon May 11 14:45:03 UTC 2026","Dashboard","Dashboard","",""
"","1833","User login with wrong email or password","LMS system","Mon May 11 14:44:16 UTC 2026","passed","Mon May 11 14:44:18 UTC 2026","Authorization","Authentication","",""
"","1565","Check displaying of dashboard page","LMS system","Mon May 11 14:45:07 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","Dashboard","Dashboard","",""
"","1215","Navigation from login page to registration page","LMS system","Mon May 11 14:44:38 UTC 2026","passed","Mon May 11 14:44:39 UTC 2026","Authorization","Authentication","",""
"","2141","Check displaying of dashboard page","LMS system","Mon May 11 14:45:05 UTC 2026","passed","Mon May 11 14:45:07 UTC 2026","Dashboard","Dashboard","",""
"","3957","User login with correct email and password","LMS system","Mon May 11 14:44:10 UTC 2026","passed","Mon May 11 14:44:14 UTC 2026","Authorization","Authentication","",""
"","1782","Check displaying of empty courses list","LMS system","Mon May 11 14:44:47 UTC 2026","passed","Mon May 11 14:44:49 UTC 2026","Courses","Courses","",""
"","2578","User login with correct email and password","LMS system","Mon May 11 14:44:26 UTC 2026","passed","Mon May 11 14:44:29 UTC 2026","Authorization","Authentication","",""
"","0","test_logout","tests.pytest","Mon May 11 14:45:08 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","TestUserAuthentication","test_markers","",""
"","1862","User registration with correct email, username and password","LMS system","Mon May 11 14:44:37 UTC 2026","passed","Mon May 11 14:44:39 UTC 2026","Registration","Authentication","",""
"","3068","Edit course","LMS system","Mon May 11 14:44:57 UTC 2026","passed","Mon May 11 14:45:00 UTC 2026","Courses","Courses","",""
"","3339","Edit course","LMS system","Mon May 11 14:45:02 UTC 2026","passed","Mon May 11 14:45:05 UTC 2026","Courses","Courses","",""
"","8325","User login with correct email and password","LMS system","Mon May 11 14:44:16 UTC 2026","passed","Mon May 11 14:44:24 UTC 2026","Authorization","Authentication","",""
"","1455","User login with wrong email or password","LMS system","Mon May 11 14:44:21 UTC 2026","passed","Mon May 11 14:44:23 UTC 2026","Authorization","Authentication","",""
"","0","test_forgot_password_link","tests.pytest","Mon May 11 14:45:08 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","TestUserInterface","test_markers","",""
"","0","test_login","tests.pytest","Mon May 11 14:45:09 UTC 2026","passed","Mon May 11 14:45:09 UTC 2026","TestUserAuthentication","test_markers","",""
"","1458","Check displaying of empty courses list","LMS system","Mon May 11 14:44:44 UTC 2026","passed","Mon May 11 14:44:45 UTC 2026","Courses","Courses","",""
"","0","test_critical_login","tests.pytest","Mon May 11 14:45:08 UTC 2026","passed","Mon May 11 14:45:08 UTC 2026","","test_markers","",""
"","2305","User login with wrong email or password","LMS system","Mon May 11 14:44:24 UTC 2026","passed","Mon May 11 14:44:27 UTC 2026","Authorization","Authentication","",""
"","1897","User login with wrong email or password","LMS system","Mon May 11 14:44:33 UTC 2026","passed","Mon May 11 14:44:35 UTC 2026","Authorization","Authentication","",""
"","2387","Navigation from login page to registration page","LMS system","Mon May 11 14:44:34 UTC 2026","passed","Mon May 11 14:44:36 UTC 2026","Authorization","Authentication","",""
"","1706","User login with wrong email or password","LMS system","Mon May 11 14:44:29 UTC 2026","passed","Mon May 11 14:44:31 UTC 2026","Authorization","Authentication","",""
