"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1689","User registration with correct email, username and password","LMS system","Tue May 26 03:45:27 UTC 2026","passed","Tue May 26 03:45:28 UTC 2026","Registration","Authentication","",""
"","1828","User login with wrong email or password","LMS system","Tue May 26 03:45:24 UTC 2026","passed","Tue May 26 03:45:25 UTC 2026","Authorization","Authentication","",""
"","2290","Create course","LMS system","Tue May 26 03:45:30 UTC 2026","passed","Tue May 26 03:45:32 UTC 2026","Courses","Courses","",""
"","1508","Check displaying of empty courses list","LMS system","Tue May 26 03:45:29 UTC 2026","passed","Tue May 26 03:45:30 UTC 2026","Courses","Courses","",""
"","1866","Check displaying of dashboard page","LMS system","Tue May 26 03:45:33 UTC 2026","passed","Tue May 26 03:45:35 UTC 2026","Dashboard","Dashboard","",""
"","1609","Navigation from login page to registration page","LMS system","Tue May 26 03:45:26 UTC 2026","passed","Tue May 26 03:45:27 UTC 2026","Authorization","Authentication","",""
"","1579","User login with wrong email or password","LMS system","Tue May 26 03:45:25 UTC 2026","passed","Tue May 26 03:45:26 UTC 2026","Authorization","Authentication","",""
"","1783","User login with wrong email or password","LMS system","Tue May 26 03:45:21 UTC 2026","passed","Tue May 26 03:45:23 UTC 2026","Authorization","Authentication","",""
"","2853","User login with correct email and password","LMS system","Tue May 26 03:45:21 UTC 2026","passed","Tue May 26 03:45:24 UTC 2026","Authorization","Authentication","",""
"","2870","Edit course","LMS system","Tue May 26 03:45:31 UTC 2026","passed","Tue May 26 03:45:34 UTC 2026","Courses","Courses","",""
