"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1820","User login with wrong email or password","LMS system","Tue May 12 07:25:35 UTC 2026","passed","Tue May 12 07:25:37 UTC 2026","Authorization","Authentication","",""
"","2150","User registration with correct email, username and password","LMS system","Tue May 12 07:26:11 UTC 2026","passed","Tue May 12 07:26:13 UTC 2026","Registration","Authentication","",""
"","3124","Edit course","LMS system","Tue May 12 07:26:25 UTC 2026","passed","Tue May 12 07:26:28 UTC 2026","Courses","Courses","",""
"","4099","Create course","LMS system","Tue May 12 07:26:19 UTC 2026","passed","Tue May 12 07:26:23 UTC 2026","Courses","Courses","",""
"","1480","User login with wrong email or password","LMS system","Tue May 12 07:25:50 UTC 2026","passed","Tue May 12 07:25:51 UTC 2026","Authorization","Authentication","",""
"","2816","User login with correct email and password","LMS system","Tue May 12 07:25:55 UTC 2026","passed","Tue May 12 07:25:58 UTC 2026","Authorization","Authentication","",""
"","0","test_regression_case","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","","test_markers","",""
"","0","test_critical_login","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","","test_markers","",""
"","4770","Edit course","LMS system","Tue May 12 07:26:23 UTC 2026","passed","Tue May 12 07:26:27 UTC 2026","Courses","Courses","",""
"","0","test_forgot_password_link","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","TestUserInterface","test_markers","",""
"","0","test_password_reset","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","TestUserAuthentication","test_markers","",""
"","8426","User login with correct email and password","LMS system","Tue May 12 07:25:45 UTC 2026","passed","Tue May 12 07:25:53 UTC 2026","Authorization","Authentication","",""
"","1815","Check displaying of empty courses list","LMS system","Tue May 12 07:26:15 UTC 2026","passed","Tue May 12 07:26:16 UTC 2026","Courses","Courses","",""
"","2142","User login with wrong email or password","LMS system","Tue May 12 07:26:01 UTC 2026","passed","Tue May 12 07:26:03 UTC 2026","Authorization","Authentication","",""
"","2856","User login with correct email and password","LMS system","Tue May 12 07:25:35 UTC 2026","passed","Tue May 12 07:25:38 UTC 2026","Authorization","Authentication","",""
"","1540","User login with wrong email or password","LMS system","Tue May 12 07:25:59 UTC 2026","passed","Tue May 12 07:26:00 UTC 2026","Authorization","Authentication","",""
"","1640","Check displaying of dashboard page","LMS system","Tue May 12 07:26:34 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","Dashboard","Dashboard","",""
"","0","test_login","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","TestUserAuthentication","test_markers","",""
"","2658","Create course","LMS system","Tue May 12 07:26:18 UTC 2026","passed","Tue May 12 07:26:21 UTC 2026","Courses","Courses","",""
"","1850","User registration with correct email, username and password","LMS system","Tue May 12 07:26:07 UTC 2026","passed","Tue May 12 07:26:09 UTC 2026","Registration","Authentication","",""
"","1194","Navigation from login page to registration page","LMS system","Tue May 12 07:26:06 UTC 2026","passed","Tue May 12 07:26:07 UTC 2026","Authorization","Authentication","",""
"","1680","Check displaying of empty courses list","LMS system","Tue May 12 07:26:09 UTC 2026","passed","Tue May 12 07:26:10 UTC 2026","Courses","Courses","",""
"","1851","User login with wrong email or password","LMS system","Tue May 12 07:25:53 UTC 2026","passed","Tue May 12 07:25:55 UTC 2026","Authorization","Authentication","",""
"","1954","Check displaying of dashboard page","LMS system","Tue May 12 07:26:28 UTC 2026","passed","Tue May 12 07:26:30 UTC 2026","Dashboard","Dashboard","",""
"","1788","User login with wrong email or password","LMS system","Tue May 12 07:25:45 UTC 2026","passed","Tue May 12 07:25:46 UTC 2026","Authorization","Authentication","",""
"","1733","User login with wrong email or password","LMS system","Tue May 12 07:25:37 UTC 2026","passed","Tue May 12 07:25:39 UTC 2026","Authorization","Authentication","",""
"","1281","Check displaying of empty courses list","LMS system","Tue May 12 07:26:11 UTC 2026","passed","Tue May 12 07:26:12 UTC 2026","Courses","Courses","",""
"","1642","User login with wrong email or password","LMS system","Tue May 12 07:25:47 UTC 2026","passed","Tue May 12 07:25:49 UTC 2026","Authorization","Authentication","",""
"","1896","Navigation from login page to registration page","LMS system","Tue May 12 07:26:02 UTC 2026","passed","Tue May 12 07:26:04 UTC 2026","Authorization","Authentication","",""
"","1","test_logout","tests.pytest","Tue May 12 07:26:36 UTC 2026","passed","Tue May 12 07:26:36 UTC 2026","TestUserAuthentication","test_markers","",""
"","1736","User registration with correct email, username and password","LMS system","Tue May 12 07:26:05 UTC 2026","passed","Tue May 12 07:26:06 UTC 2026","Registration","Authentication","",""
"","3030","Edit course","LMS system","Tue May 12 07:26:30 UTC 2026","passed","Tue May 12 07:26:33 UTC 2026","Courses","Courses","",""
"","1453","Navigation from login page to registration page","LMS system","Tue May 12 07:26:04 UTC 2026","passed","Tue May 12 07:26:05 UTC 2026","Authorization","Authentication","",""
"","2318","Create course","LMS system","Tue May 12 07:26:15 UTC 2026","passed","Tue May 12 07:26:18 UTC 2026","Courses","Courses","",""
"","1730","User login with wrong email or password","LMS system","Tue May 12 07:25:57 UTC 2026","passed","Tue May 12 07:25:59 UTC 2026","Authorization","Authentication","",""
"","2166","Check displaying of dashboard page","LMS system","Tue May 12 07:26:32 UTC 2026","passed","Tue May 12 07:26:34 UTC 2026","Dashboard","Dashboard","",""
