"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1621","Check displaying of empty courses list","LMS system","Tue May 19 10:59:13 UTC 2026","passed","Tue May 19 10:59:15 UTC 2026","Courses","Courses","",""
"","2389","Edit course","LMS system","Tue May 19 10:59:16 UTC 2026","passed","Tue May 19 10:59:18 UTC 2026","Courses","Courses","",""
"","0","test_logout","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","TestUserAuthentication","test_markers","",""
"","1612","Check displaying of dashboard page","LMS system","Tue May 19 10:59:19 UTC 2026","passed","Tue May 19 10:59:20 UTC 2026","Dashboard","Dashboard","",""
"","2691","User login with correct email and password","LMS system","Tue May 19 10:59:06 UTC 2026","passed","Tue May 19 10:59:09 UTC 2026","Authorization","Authentication","",""
"","2170","Create course","LMS system","Tue May 19 10:59:15 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","Courses","Courses","",""
"","1530","User login with wrong email or password","LMS system","Tue May 19 10:59:09 UTC 2026","passed","Tue May 19 10:59:11 UTC 2026","Authorization","Authentication","",""
"","1649","User login with wrong email or password","LMS system","Tue May 19 10:59:09 UTC 2026","passed","Tue May 19 10:59:10 UTC 2026","Authorization","Authentication","",""
"","0","test_regression_case","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","","test_markers","",""
"","0","test_critical_login","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","","test_markers","",""
"","2079","User login with wrong email or password","LMS system","Tue May 19 10:59:06 UTC 2026","passed","Tue May 19 10:59:08 UTC 2026","Authorization","Authentication","",""
"","1809","User registration with correct email, username and password","LMS system","Tue May 19 10:59:12 UTC 2026","passed","Tue May 19 10:59:14 UTC 2026","Registration","Authentication","",""
"","1","test_forgot_password_link","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","TestUserInterface","test_markers","",""
"","0","test_login","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","TestUserAuthentication","test_markers","",""
"","0","test_password_reset","tests.pytest","Tue May 19 10:59:17 UTC 2026","passed","Tue May 19 10:59:17 UTC 2026","TestUserAuthentication","test_markers","",""
"","1491","Navigation from login page to registration page","LMS system","Tue May 19 10:59:11 UTC 2026","passed","Tue May 19 10:59:12 UTC 2026","Authorization","Authentication","",""
