"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2525","Create course","LMS system","Tue May 19 10:32:38 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","Courses","Courses","",""
"","1710","Check displaying of empty courses list","LMS system","Tue May 19 10:32:36 UTC 2026","passed","Tue May 19 10:32:37 UTC 2026","Courses","Courses","",""
"","0","test_password_reset","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","TestUserAuthentication","test_markers","",""
"","1766","User login with wrong email or password","LMS system","Tue May 19 10:32:31 UTC 2026","passed","Tue May 19 10:32:33 UTC 2026","Authorization","Authentication","",""
"","0","test_forgot_password_link","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","TestUserInterface","test_markers","",""
"","1685","Check displaying of dashboard page","LMS system","Tue May 19 10:32:42 UTC 2026","passed","Tue May 19 10:32:44 UTC 2026","Dashboard","Dashboard","",""
"","2885","User login with correct email and password","LMS system","Tue May 19 10:32:29 UTC 2026","passed","Tue May 19 10:32:32 UTC 2026","Authorization","Authentication","",""
"","0","test_logout","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","TestUserAuthentication","test_markers","",""
"","1545","User login with wrong email or password","LMS system","Tue May 19 10:32:32 UTC 2026","passed","Tue May 19 10:32:34 UTC 2026","Authorization","Authentication","",""
"","0","test_login","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","TestUserAuthentication","test_markers","",""
"","1828","User registration with correct email, username and password","LMS system","Tue May 19 10:32:35 UTC 2026","passed","Tue May 19 10:32:37 UTC 2026","Registration","Authentication","",""
"","0","test_critical_login","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","","test_markers","",""
"","1495","Navigation from login page to registration page","LMS system","Tue May 19 10:32:33 UTC 2026","passed","Tue May 19 10:32:35 UTC 2026","Authorization","Authentication","",""
"","0","test_regression_case","tests.pytest","Tue May 19 10:32:40 UTC 2026","passed","Tue May 19 10:32:40 UTC 2026","","test_markers","",""
"","1844","User login with wrong email or password","LMS system","Tue May 19 10:32:29 UTC 2026","passed","Tue May 19 10:32:31 UTC 2026","Authorization","Authentication","",""
"","2761","Edit course","LMS system","Tue May 19 10:32:39 UTC 2026","passed","Tue May 19 10:32:42 UTC 2026","Courses","Courses","",""
