"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1847","User login with wrong email or password","LMS system","Mon May 11 14:34:07 UTC 2026","passed","Mon May 11 14:34:09 UTC 2026","Authorization","Authentication","",""
"","2046","User registration with correct email, username and password","LMS system","Mon May 11 14:34:36 UTC 2026","passed","Mon May 11 14:34:39 UTC 2026","Registration","Authentication","",""
"","1449","Navigation from login page to registration page","LMS system","Mon May 11 14:34:39 UTC 2026","passed","Mon May 11 14:34:40 UTC 2026","Authorization","Authentication","",""
"","0","test_critical_login","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","","test_markers","",""
"","1716","Check displaying of empty courses list","LMS system","Mon May 11 14:34:42 UTC 2026","passed","Mon May 11 14:34:44 UTC 2026","Courses","Courses","",""
"","4673","Create course","LMS system","Mon May 11 14:34:53 UTC 2026","passed","Mon May 11 14:34:58 UTC 2026","Courses","Courses","",""
"","2086","User login with wrong email or password","LMS system","Mon May 11 14:34:21 UTC 2026","passed","Mon May 11 14:34:23 UTC 2026","Authorization","Authentication","",""
"","4041","Create course","LMS system","Mon May 11 14:34:52 UTC 2026","passed","Mon May 11 14:34:56 UTC 2026","Courses","Courses","",""
"","1786","Check displaying of dashboard page","LMS system","Mon May 11 14:35:12 UTC 2026","passed","Mon May 11 14:35:13 UTC 2026","Dashboard","Dashboard","",""
"","3255","User login with correct email and password","LMS system","Mon May 11 14:34:05 UTC 2026","passed","Mon May 11 14:34:08 UTC 2026","Authorization","Authentication","",""
"","0","test_logout","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","TestUserAuthentication","test_markers","",""
"","5948","Edit course","LMS system","Mon May 11 14:34:58 UTC 2026","passed","Mon May 11 14:35:04 UTC 2026","Courses","Courses","",""
"","2575","Create course","LMS system","Mon May 11 14:34:49 UTC 2026","passed","Mon May 11 14:34:51 UTC 2026","Courses","Courses","",""
"","3592","Edit course","LMS system","Mon May 11 14:35:06 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","Courses","Courses","",""
"","0","test_password_reset","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","TestUserAuthentication","test_markers","",""
"","1772","User login with wrong email or password","LMS system","Mon May 11 14:34:14 UTC 2026","passed","Mon May 11 14:34:16 UTC 2026","Authorization","Authentication","",""
"","1663","User login with wrong email or password","LMS system","Mon May 11 14:34:31 UTC 2026","passed","Mon May 11 14:34:32 UTC 2026","Authorization","Authentication","",""
"","3544","Edit course","LMS system","Mon May 11 14:34:59 UTC 2026","passed","Mon May 11 14:35:03 UTC 2026","Courses","Courses","",""
"","9705","User login with correct email and password","LMS system","Mon May 11 14:34:14 UTC 2026","passed","Mon May 11 14:34:24 UTC 2026","Authorization","Authentication","",""
"","2213","User registration with correct email, username and password","LMS system","Mon May 11 14:34:39 UTC 2026","passed","Mon May 11 14:34:41 UTC 2026","Registration","Authentication","",""
"","3568","User login with correct email and password","LMS system","Mon May 11 14:34:26 UTC 2026","passed","Mon May 11 14:34:30 UTC 2026","Authorization","Authentication","",""
"","2139","User login with wrong email or password","LMS system","Mon May 11 14:34:29 UTC 2026","passed","Mon May 11 14:34:31 UTC 2026","Authorization","Authentication","",""
"","2160","User login with wrong email or password","LMS system","Mon May 11 14:34:25 UTC 2026","passed","Mon May 11 14:34:27 UTC 2026","Authorization","Authentication","",""
"","1829","Navigation from login page to registration page","LMS system","Mon May 11 14:34:34 UTC 2026","passed","Mon May 11 14:34:36 UTC 2026","Authorization","Authentication","",""
"","1739","Check displaying of empty courses list","LMS system","Mon May 11 14:34:48 UTC 2026","passed","Mon May 11 14:34:50 UTC 2026","Courses","Courses","",""
"","2100","Check displaying of dashboard page","LMS system","Mon May 11 14:35:04 UTC 2026","passed","Mon May 11 14:35:06 UTC 2026","Dashboard","Dashboard","",""
"","3472","User registration with correct email, username and password","LMS system","Mon May 11 14:34:43 UTC 2026","passed","Mon May 11 14:34:46 UTC 2026","Registration","Authentication","",""
"","1395","Check displaying of empty courses list","LMS system","Mon May 11 14:34:45 UTC 2026","passed","Mon May 11 14:34:47 UTC 2026","Courses","Courses","",""
"","2342","User login with wrong email or password","LMS system","Mon May 11 14:34:33 UTC 2026","passed","Mon May 11 14:34:36 UTC 2026","Authorization","Authentication","",""
"","1","test_regression_case","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","","test_markers","",""
"","1783","Navigation from login page to registration page","LMS system","Mon May 11 14:34:36 UTC 2026","passed","Mon May 11 14:34:38 UTC 2026","Authorization","Authentication","",""
"","2300","Check displaying of dashboard page","LMS system","Mon May 11 14:35:07 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","Dashboard","Dashboard","",""
"","0","test_forgot_password_link","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","TestUserInterface","test_markers","",""
"","2176","User login with wrong email or password","LMS system","Mon May 11 14:34:05 UTC 2026","passed","Mon May 11 14:34:07 UTC 2026","Authorization","Authentication","",""
"","2490","User login with wrong email or password","LMS system","Mon May 11 14:34:17 UTC 2026","passed","Mon May 11 14:34:20 UTC 2026","Authorization","Authentication","",""
"","0","test_login","tests.pytest","Mon May 11 14:35:09 UTC 2026","passed","Mon May 11 14:35:09 UTC 2026","TestUserAuthentication","test_markers","",""
