"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2019","User login with wrong email or password","LMS system","Tue May 26 07:01:53 UTC 2026","passed","Tue May 26 07:01:55 UTC 2026","Authorization","Authentication","",""
"","2280","User registration with correct email, username and password","LMS system","Tue May 26 07:01:59 UTC 2026","passed","Tue May 26 07:02:02 UTC 2026","Registration","Authentication","",""
"","3909","User login with wrong email or password","LMS system","Tue May 26 07:01:55 UTC 2026","passed","Tue May 26 07:01:59 UTC 2026","Authorization","Authentication","",""
"","2944","User login with correct email and password","LMS system","Tue May 26 07:01:53 UTC 2026","passed","Tue May 26 07:01:56 UTC 2026","Authorization","Authentication","",""
"","2768","Edit course","LMS system","Tue May 26 07:02:05 UTC 2026","passed","Tue May 26 07:02:08 UTC 2026","Courses","Courses","",""
"","1742","Check displaying of empty courses list","LMS system","Tue May 26 07:02:03 UTC 2026","passed","Tue May 26 07:02:05 UTC 2026","Courses","Courses","",""
"","1434","Navigation from login page to registration page","LMS system","Tue May 26 07:01:59 UTC 2026","passed","Tue May 26 07:02:01 UTC 2026","Authorization","Authentication","",""
"","2304","Create course","LMS system","Tue May 26 07:02:03 UTC 2026","passed","Tue May 26 07:02:05 UTC 2026","Courses","Courses","",""
"","3015","User login with wrong email or password","LMS system","Tue May 26 07:01:56 UTC 2026","passed","Tue May 26 07:01:59 UTC 2026","Authorization","Authentication","",""
"","1889","Check displaying of dashboard page","LMS system","Tue May 26 07:02:05 UTC 2026","passed","Tue May 26 07:02:07 UTC 2026","Dashboard","Dashboard","",""
