"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Edit course","LMS system","Mon May 11 14:30:45 UTC 2026","broken","Mon May 11 14:30:45 UTC 2026","Courses","Courses","",""
"","0","Check displaying of dashboard page","LMS system","Mon May 11 14:30:45 UTC 2026","broken","Mon May 11 14:30:45 UTC 2026","Dashboard","Dashboard","",""
"","2057","User login with wrong email or password","LMS system","Mon May 11 14:30:29 UTC 2026","passed","Mon May 11 14:30:31 UTC 2026","Authorization","Authentication","",""
"","0","Edit course","LMS system","Mon May 11 14:30:45 UTC 2026","broken","Mon May 11 14:30:45 UTC 2026","Courses","Courses","",""
"","1210","Navigation from login page to registration page","LMS system","Mon May 11 14:30:42 UTC 2026","passed","Mon May 11 14:30:43 UTC 2026","Authorization","Authentication","",""
"","3133","User login with correct email and password","LMS system","Mon May 11 14:30:10 UTC 2026","passed","Mon May 11 14:30:13 UTC 2026","Authorization","Authentication","",""
"","0","test_critical_login","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","","test_markers","",""
"","0","test_regression_case","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","","test_markers","",""
"","1","test_logout","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","TestUserAuthentication","test_markers","",""
"","0","Check displaying of empty courses list","LMS system","Mon May 11 14:30:44 UTC 2026","broken","Mon May 11 14:30:44 UTC 2026","Courses","Courses","",""
"","1844","User login with wrong email or password","LMS system","Mon May 11 14:30:25 UTC 2026","passed","Mon May 11 14:30:27 UTC 2026","Authorization","Authentication","",""
"","0","Check displaying of empty courses list","LMS system","Mon May 11 14:30:44 UTC 2026","broken","Mon May 11 14:30:44 UTC 2026","Courses","Courses","",""
"","0","Create course","LMS system","Mon May 11 14:30:45 UTC 2026","broken","Mon May 11 14:30:45 UTC 2026","Courses","Courses","",""
"","3544","User login with correct email and password","LMS system","Mon May 11 14:30:31 UTC 2026","passed","Mon May 11 14:30:35 UTC 2026","Authorization","Authentication","",""
"","0","test_password_reset","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","TestUserAuthentication","test_markers","",""
"","1926","User login with wrong email or password","LMS system","Mon May 11 14:30:10 UTC 2026","passed","Mon May 11 14:30:12 UTC 2026","Authorization","Authentication","",""
"","1959","User login with wrong email or password","LMS system","Mon May 11 14:30:18 UTC 2026","passed","Mon May 11 14:30:20 UTC 2026","Authorization","Authentication","",""
"","10859","User login with correct email and password","LMS system","Mon May 11 14:30:18 UTC 2026","passed","Mon May 11 14:30:29 UTC 2026","Authorization","Authentication","",""
"","1704","User registration with correct email, username and password","LMS system","Mon May 11 14:30:45 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","Registration","Authentication","",""
"","0","Create course","LMS system","Mon May 11 14:30:44 UTC 2026","broken","Mon May 11 14:30:44 UTC 2026","Courses","Courses","",""
"","0","Check displaying of empty courses list","LMS system","Mon May 11 14:30:44 UTC 2026","broken","Mon May 11 14:30:44 UTC 2026","Courses","Courses","",""
"","1662","User login with wrong email or password","LMS system","Mon May 11 14:30:36 UTC 2026","passed","Mon May 11 14:30:37 UTC 2026","Authorization","Authentication","",""
"","2162","User login with wrong email or password","LMS system","Mon May 11 14:30:22 UTC 2026","passed","Mon May 11 14:30:24 UTC 2026","Authorization","Authentication","",""
"","1842","User login with wrong email or password","LMS system","Mon May 11 14:30:13 UTC 2026","passed","Mon May 11 14:30:15 UTC 2026","Authorization","Authentication","",""
"","1621","Navigation from login page to registration page","LMS system","Mon May 11 14:30:40 UTC 2026","passed","Mon May 11 14:30:42 UTC 2026","Authorization","Authentication","",""
"","1548","User registration with correct email, username and password","LMS system","Mon May 11 14:30:49 UTC 2026","passed","Mon May 11 14:30:50 UTC 2026","Registration","Authentication","",""
"","0","test_login","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","TestUserAuthentication","test_markers","",""
"","2214","Navigation from login page to registration page","LMS system","Mon May 11 14:30:39 UTC 2026","passed","Mon May 11 14:30:41 UTC 2026","Authorization","Authentication","",""
"","0","Check displaying of dashboard page","LMS system","Mon May 11 14:30:46 UTC 2026","broken","Mon May 11 14:30:46 UTC 2026","Dashboard","Dashboard","",""
"","1934","User registration with correct email, username and password","LMS system","Mon May 11 14:30:42 UTC 2026","passed","Mon May 11 14:30:44 UTC 2026","Registration","Authentication","",""
"","0","Check displaying of dashboard page","LMS system","Mon May 11 14:30:46 UTC 2026","broken","Mon May 11 14:30:46 UTC 2026","Dashboard","Dashboard","",""
"","1913","User login with wrong email or password","LMS system","Mon May 11 14:30:37 UTC 2026","passed","Mon May 11 14:30:39 UTC 2026","Authorization","Authentication","",""
"","0","Edit course","LMS system","Mon May 11 14:30:45 UTC 2026","broken","Mon May 11 14:30:45 UTC 2026","Courses","Courses","",""
"","2238","User login with wrong email or password","LMS system","Mon May 11 14:30:33 UTC 2026","passed","Mon May 11 14:30:35 UTC 2026","Authorization","Authentication","",""
"","0","test_forgot_password_link","tests.pytest","Mon May 11 14:30:46 UTC 2026","passed","Mon May 11 14:30:46 UTC 2026","TestUserInterface","test_markers","",""
"","1","Create course","LMS system","Mon May 11 14:30:44 UTC 2026","broken","Mon May 11 14:30:44 UTC 2026","Courses","Courses","",""
