"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1832","User login with wrong email or password","LMS system","Tue May 26 03:33:49 UTC 2026","passed","Tue May 26 03:33:51 UTC 2026","Authorization","Authentication","",""
"","1543","User login with wrong email or password","LMS system","Tue May 26 03:33:53 UTC 2026","passed","Tue May 26 03:33:54 UTC 2026","Authorization","Authentication","",""
"","2369","Create course","LMS system","Tue May 26 03:33:58 UTC 2026","passed","Tue May 26 03:34:00 UTC 2026","Courses","Courses","",""
"","1725","User registration with correct email, username and password","LMS system","Tue May 26 03:33:55 UTC 2026","passed","Tue May 26 03:33:56 UTC 2026","Registration","Authentication","",""
"","2845","User login with correct email and password","LMS system","Tue May 26 03:33:49 UTC 2026","passed","Tue May 26 03:33:52 UTC 2026","Authorization","Authentication","",""
"","1896","User login with wrong email or password","LMS system","Tue May 26 03:33:52 UTC 2026","passed","Tue May 26 03:33:54 UTC 2026","Authorization","Authentication","",""
"","1461","Check displaying of empty courses list","LMS system","Tue May 26 03:33:57 UTC 2026","passed","Tue May 26 03:33:59 UTC 2026","Courses","Courses","",""
"","1581","Navigation from login page to registration page","LMS system","Tue May 26 03:33:54 UTC 2026","passed","Tue May 26 03:33:55 UTC 2026","Authorization","Authentication","",""
"","2811","Edit course","LMS system","Tue May 26 03:33:59 UTC 2026","passed","Tue May 26 03:34:02 UTC 2026","Courses","Courses","",""
"","1788","Check displaying of dashboard page","LMS system","Tue May 26 03:34:01 UTC 2026","passed","Tue May 26 03:34:03 UTC 2026","Dashboard","Dashboard","",""
