"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1783","Navigation from login page to registration page","LMS system","Tue May 26 03:17:30 UTC 2026","passed","Tue May 26 03:17:32 UTC 2026","Authorization","Authentication","",""
"","1888","User registration with correct email, username and password","LMS system","Tue May 26 03:17:31 UTC 2026","passed","Tue May 26 03:17:33 UTC 2026","Registration","Authentication","",""
"","2940","Edit course","LMS system","Tue May 26 03:17:35 UTC 2026","passed","Tue May 26 03:17:38 UTC 2026","Courses","Courses","",""
"","2196","Create course","LMS system","Tue May 26 03:17:34 UTC 2026","passed","Tue May 26 03:17:37 UTC 2026","Courses","Courses","",""
"","1751","User login with wrong email or password","LMS system","Tue May 26 03:17:28 UTC 2026","passed","Tue May 26 03:17:30 UTC 2026","Authorization","Authentication","",""
"","2051","User login with wrong email or password","LMS system","Tue May 26 03:17:25 UTC 2026","passed","Tue May 26 03:17:28 UTC 2026","Authorization","Authentication","",""
"","1826","Check displaying of dashboard page","LMS system","Tue May 26 03:17:37 UTC 2026","passed","Tue May 26 03:17:39 UTC 2026","Dashboard","Dashboard","",""
"","1568","Check displaying of empty courses list","LMS system","Tue May 26 03:17:33 UTC 2026","passed","Tue May 26 03:17:35 UTC 2026","Courses","Courses","",""
"","3096","User login with correct email and password","LMS system","Tue May 26 03:17:25 UTC 2026","passed","Tue May 26 03:17:29 UTC 2026","Authorization","Authentication","",""
"","1528","User login with wrong email or password","LMS system","Tue May 26 03:17:29 UTC 2026","passed","Tue May 26 03:17:31 UTC 2026","Authorization","Authentication","",""
